id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
127,"Dear HR, Since I recently find out that there is a gender gap of 8.7%, I would like to know as soon as possible how my salary compares against my peers and what are the actions that the company will take about these differences. Best regards Dr Dwayne Taylor",Salary,Gender pay gap,94,104,date_travel,Salary_Gender pay gap
128,"Dear HR, I need to take 4 hours on Friday afternoon for personal purpose. BR Keneth",Life event,Personal issues,20,49,reason_of_change,Life event_Personal issues
129,"Dear HR, I kindly ask you to change the shift on March 11th to another date (candidate date March, 20th) as I will need to attend the funeral of my uncle taht suddendly passed away this morning. I am certain you fully understand the situation, Bernd",Timetable change,Shift change,53,70,date,Timetable change_Shift change
129,"Dear HR, I kindly ask you to change the shift on March 11th to another date (candidate date March, 20th) as I will need to attend the funeral of my uncle taht suddendly passed away this morning. I am certain you fully understand the situation, Bernd",Timetable change,Shift change,110,132,date,Timetable change_Shift change
129,"Dear HR, I kindly ask you to change the shift on March 11th to another date (candidate date March, 20th) as I will need to attend the funeral of my uncle taht suddendly passed away this morning. I am certain you fully understand the situation, Bernd",Timetable change,Shift change,60,65,location,Timetable change_Shift change
130,"Dear HR, I have to spend a full year in  in Muelheim at customer site, can you please let me know your suggestions about accomodation offers, The accomodation should be large enough for my family (my wife, one 10 yo daughter and a middle size dog that is used to have a garden). Best regards, Gerwin",Ask information,Accommodation,69,76,location,Ask information_Accommodation
130,"Dear HR, I have to spend a full year in  in Muelheim at customer site, can you please let me know your suggestions about accomodation offers, The accomodation should be large enough for my family (my wife, one 10 yo daughter and a middle size dog that is used to have a garden). Best regards, Gerwin",Ask information,Accommodation,78,93,airport,Ask information_Accommodation
131,"Dear HR, I tecently read in the news a gender pay gap of 13.5% in our company, I would like to know what is my situation and are the plan to close this unfair gap. Timothy Obrien",Salary,Gender pay gap,167,171,location,Salary_Gender pay gap
132,"Dear colleague, please find the bill of my trip to Rhodos associated to my service held at Hellenic Petaloura (CF) for reimbursement Emma",Refund,Refund travel,185,193,duration,Refund_Refund travel
133,"Dear HR, I have a mandatory exam on Tuesday on my MBA, I kindly ask you so replace my Tuesday shift by Sunday as it will please my coworker ! KK",Timetable change,Shift change,57,68,date_start_absence,Timetable change_Shift change
134,"Dear colleague, some persons broke in my house and I was convocated by the police heaquarter this afternoon for follow up, hope you understand the situation. Linus",Life event,Personal issues,93,127,reason,Life event_Personal issues
135,"Dear Mrs Robinson , following our discussion and to avoid any misunderstanding, I reiterate my request to get a salary increase from 43600€ to 47500€ that reflects my value in the job market. Please let me know your formal answer as soon as possible, Best Regards Maria Carmen Canas",Salary,Salary raise,48,53,number_of_days,Salary_Salary raise
135,"Dear Mrs Robinson , following our discussion and to avoid any misunderstanding, I reiterate my request to get a salary increase from 43600€ to 47500€ that reflects my value in the job market. Please let me know your formal answer as soon as possible, Best Regards Maria Carmen Canas",Salary,Salary raise,56,85,description_life_event,Salary_Salary raise
137,"Dear colleague, I am very ashamed to ask you some time off for a personal matter but it happens that my whole family (more than 50 people) will gather for the 100th birthday of my greatgreat grandfather, and they asked me to support the organisation, I hope you will understnad it is rather a unique occasion, Best regards. Odette",Life event,Personal issues,102,108,location,Life event_Personal issues
138,"Dear, as you are aware I need to spend 12 months in Darmstadt for theHundertwasser project  and I desesperatly need some support to find a cozy flat for my girlfriend and me before the beginning of next month. Let me know asap what you provide, yours sincerely Brigitte Hecker",Ask information,Accommodation,112,122,date_travel,Ask information_Accommodation
138,"Dear, as you are aware I need to spend 12 months in Darmstadt for theHundertwasser project  and I desesperatly need some support to find a cozy flat for my girlfriend and me before the beginning of next month. Let me know asap what you provide, yours sincerely Brigitte Hecker",Ask information,Accommodation,81,87,location,Ask information_Accommodation
139,"Dear colleague, my husband informed me that he will be in business trip so I will need to take care about my son on Thursday moring. Since I am on shift, I kindly ask you to change it: as my husband is coming back only on the 18th, I can do the shift on Wednesdya the 19th. Thanks a lot for your understanding, Hella Wendle",Timetable change,Shift change,91,103,location,Timetable change_Shift change
140,"Dear colleague, as i need to move my residence I will need some time off to sort out some personal burden, let me know if I am entitled to a n exceptional absnce ? Best regards, Odette",Life event,Personal issues,107,117,date_travel,Life event_Personal issues
142,"Hello, This ticket to ask for a refund concerning my business travel from Rome to Brussels at 19/01/2017. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Marco Fieramosca",Refund,Refund travel,70,93,date,Refund_Refund travel
142,"Hello, This ticket to ask for a refund concerning my business travel from Rome to Brussels at 19/01/2017. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Marco Fieramosca",Refund,Refund travel,132,154,date,Refund_Refund travel
142,"Hello, This ticket to ask for a refund concerning my business travel from Rome to Brussels at 19/01/2017. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Marco Fieramosca",Refund,Refund travel,220,222,increase_in_percentage,Refund_Refund travel
143,"Dear HR department, due to a medical consultation on Friday 27 May 2014 I would like to ask a shift change to Wednesday 01 June 2014. I look forward to receiving your reply. Regards, Léon Dufour",Timetable change,Shift change,47,68,work_title,Timetable change_Shift change
143,"Dear HR department, due to a medical consultation on Friday 27 May 2014 I would like to ask a shift change to Wednesday 01 June 2014. I look forward to receiving your reply. Regards, Léon Dufour",Timetable change,Shift change,229,234,salary,Timetable change_Shift change
143,"Dear HR department, due to a medical consultation on Friday 27 May 2014 I would like to ask a shift change to Wednesday 01 June 2014. I look forward to receiving your reply. Regards, Léon Dufour",Timetable change,Shift change,238,249,salary,Timetable change_Shift change
144,"Hello, This ticket to ask for a refund about my travel from Paris to Funchal (Madeira Airport) at 27/02/2014. You can find attached the receipt. Best regards, Patrick Lambert. ",Refund,Refund travel,57,67,date_start_absence,Refund_Refund travel
144,"Hello, This ticket to ask for a refund about my travel from Paris to Funchal (Madeira Airport) at 27/02/2014. You can find attached the receipt. Best regards, Patrick Lambert. ",Refund,Refund travel,68,96,reason,Refund_Refund travel
144,"Hello, This ticket to ask for a refund about my travel from Paris to Funchal (Madeira Airport) at 27/02/2014. You can find attached the receipt. Best regards, Patrick Lambert. ",Refund,Refund travel,48,53,number_of_days,Refund_Refund travel
145,"Hello, I am Maggie Boutin and I am going to start my internship with you the next month. I would like to have some information about the request of an accomodation at Nice for the next 6 months. Looking forward to receiving your answer. Best regards, Maggie",Ask information,Accommodation,7,36,reason_of_change,Ask information_Accommodation
145,"Hello, I am Maggie Boutin and I am going to start my internship with you the next month. I would like to have some information about the request of an accomodation at Nice for the next 6 months. Looking forward to receiving your answer. Best regards, Maggie",Ask information,Accommodation,81,101,date,Ask information_Accommodation
146,"Hello, I would like to request a sick leave for 1 day on 30/01/2013/ Due to an health issues I need to do a physiotherapy visit. Thank you in advance. Regards, Tanya Turner",Life event,Health issues,105,123,date,Life event_Health issues
146,"Hello, I would like to request a sick leave for 1 day on 30/01/2013/ Due to an health issues I need to do a physiotherapy visit. Thank you in advance. Regards, Tanya Turner",Life event,Health issues,165,176,location,Life event_Health issues
146,"Hello, I would like to request a sick leave for 1 day on 30/01/2013/ Due to an health issues I need to do a physiotherapy visit. Thank you in advance. Regards, Tanya Turner",Life event,Health issues,95,105,date_start_absence,Life event_Health issues
147,"Hello, Unfortunately, I find myself asking for days off due to some personal problems that have happened to me in the past few days. Hope you can understand. Best regards, Randolf Koster",Life event,Personal issues,110,128,reason,Life event_Personal issues
148,"To the HR department, This ticket to ask for a refund concerning my business travel from Frankfurt to Rhodos at 04/05/2014. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Hannes Drub",Refund,Refund travel,72,78,number_of_days,Refund_Refund travel
148,"To the HR department, This ticket to ask for a refund concerning my business travel from Frankfurt to Rhodos at 04/05/2014. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Hannes Drub",Refund,Refund travel,316,351,complaint,Refund_Refund travel
148,"To the HR department, This ticket to ask for a refund concerning my business travel from Frankfurt to Rhodos at 04/05/2014. You can find attached my receipt. Let me know if you need anything else. Thank you in advance. Best regards, Hannes Drub",Refund,Refund travel,219,231,to_who,Refund_Refund travel
149,"Good Morning, This ticket to ask for a refund concerning my business travel from Munich to Thessaloniki at 19/08/2016. You can find attached my receipt. Looking forward to hearing from you. Thank you in advance. Regards, Vinko Jopich",Refund,Refund travel,488,500,to_who,Refund_Refund travel
149,"Good Morning, This ticket to ask for a refund concerning my business travel from Munich to Thessaloniki at 19/08/2016. You can find attached my receipt. Looking forward to hearing from you. Thank you in advance. Regards, Vinko Jopich",Refund,Refund travel,484,489,wage_gap,Refund_Refund travel
149,"Good Morning, This ticket to ask for a refund concerning my business travel from Munich to Thessaloniki at 19/08/2016. You can find attached my receipt. Looking forward to hearing from you. Thank you in advance. Regards, Vinko Jopich",Refund,Refund travel,171,173,increase_in_percentage,Refund_Refund travel
150,"Dear HR department, due to a religion ceremony of a close relative on Saturday 06 February 14 I would like to ask a shift change to Tuesday 16 February 14. I look forward to receiving your reply. Best Regards, Steven Salas",Timetable change,Shift change,216,259,work_title,Timetable change_Shift change
150,"Dear HR department, due to a religion ceremony of a close relative on Saturday 06 February 14 I would like to ask a shift change to Tuesday 16 February 14. I look forward to receiving your reply. Best Regards, Steven Salas",Timetable change,Shift change,511,517,salary,Timetable change_Shift change
150,"Dear HR department, due to a religion ceremony of a close relative on Saturday 06 February 14 I would like to ask a shift change to Tuesday 16 February 14. I look forward to receiving your reply. Best Regards, Steven Salas",Timetable change,Shift change,42,48,location,Timetable change_Shift change
151,"Dear HR Deparment, My name is Carla Giannetti, first-line supervisor of office and administrative support workers. Given my last year performances and reached goald I would like to ask a salary raise in the order of the 8% (from 63400 to 68500 Euros). Looking forward to hearing from you. Best regards. Carla Giannetti.",Salary,Salary raise,469,478,duration,Salary_Salary raise
151,"Dear HR Deparment, My name is Carla Giannetti, first-line supervisor of office and administrative support workers. Given my last year performances and reached goald I would like to ask a salary raise in the order of the 8% (from 63400 to 68500 Euros). Looking forward to hearing from you. Best regards. Carla Giannetti.",Salary,Salary raise,170,181,date_start_absence,Salary_Salary raise
151,"Dear HR Deparment, My name is Carla Giannetti, first-line supervisor of office and administrative support workers. Given my last year performances and reached goald I would like to ask a salary raise in the order of the 8% (from 63400 to 68500 Euros). Looking forward to hearing from you. Best regards. Carla Giannetti.",Salary,Salary raise,42,55,reason,Salary_Salary raise
151,"Dear HR Deparment, My name is Carla Giannetti, first-line supervisor of office and administrative support workers. Given my last year performances and reached goald I would like to ask a salary raise in the order of the 8% (from 63400 to 68500 Euros). Looking forward to hearing from you. Best regards. Carla Giannetti.",Salary,Salary raise,96,101,number_of_days,Salary_Salary raise
152,"Hello, I would like to request a sick leave for 1 day on 11/11/2018 due to an acute pancreatitis. Thank you in advance. Best Regards, Milika Sifert.",Life event,Health issues,103,131,complaint,Life event_Health issues
152,"Hello, I would like to request a sick leave for 1 day on 11/11/2018 due to an acute pancreatitis. Thank you in advance. Best Regards, Milika Sifert.",Life event,Health issues,304,315,to_who,Life event_Health issues
152,"Hello, I would like to request a sick leave for 1 day on 11/11/2018 due to an acute pancreatitis. Thank you in advance. Best Regards, Milika Sifert.",Life event,Health issues,187,190,wage_gap,Life event_Health issues
153,"Hello, due to a medical consultation I woulk like to asl for a shift change from Thursday 13 April 14 to Sunday 16 April 06. Many Thanks, Hendrik Kallert",Timetable change,Shift change,140,156,date_start_absence,Timetable change_Shift change
153,"Hello, due to a medical consultation I woulk like to asl for a shift change from Thursday 13 April 14 to Sunday 16 April 06. Many Thanks, Hendrik Kallert",Timetable change,Shift change,29,91,reason,Timetable change_Shift change
153,"Hello, due to a medical consultation I woulk like to asl for a shift change from Thursday 13 April 14 to Sunday 16 April 06. Many Thanks, Hendrik Kallert",Timetable change,Shift change,131,136,number_of_days,Timetable change_Shift change
154,"Hello, I am Mirko Hethur and I am going to start working with you next month. I would like to have some information about the possibility to have an accomodation at Wilmersdorf. Thank you in advance. Hope to hearing from you soon. Best regards, Mirko Hethur.",Ask information,Accommodation,119,141,reason_of_change,Ask information_Accommodation
155,"Dear HR Department, Unfortunately I have to request for sick leaves fro 6 days, starting from  22/07/2017 for a bad osteoporosis. Medical prescription attached. Best regards, Trevor Figueroa.",Life event,Health issues,149,161,date,Life event_Health issues
155,"Dear HR Department, Unfortunately I have to request for sick leaves fro 6 days, starting from  22/07/2017 for a bad osteoporosis. Medical prescription attached. Best regards, Trevor Figueroa.",Life event,Health issues,59,68,date_start_absence,Life event_Health issues
155,"Dear HR Department, Unfortunately I have to request for sick leaves fro 6 days, starting from  22/07/2017 for a bad osteoporosis. Medical prescription attached. Best regards, Trevor Figueroa.",Life event,Health issues,201,203,increase_in_percentage,Life event_Health issues
156,"Dear Sir/Madam, I am writing to you about serious matter, happened to me recently while interacting with one of my colleagues. After my work was presented on the meeting I was expecting sincere and open discussion, but my colleague used his prejudice about male workers under 25 not working properly, indicating and discriminating me by gender and age. While I was not sure if I want to make a complaing, I am expecting an investigation into this matter, identifying the incorrectness of my colleague behaviour and making him appreciate the workplance and coworkers from any gender group or age. Looking foward to the next steps. Best regards, Gisa Klingehöfer.",Complaint,complaint,452,473,work_title,Complaint_complaint
156,"Dear Sir/Madam, I am writing to you about serious matter, happened to me recently while interacting with one of my colleagues. After my work was presented on the meeting I was expecting sincere and open discussion, but my colleague used his prejudice about male workers under 25 not working properly, indicating and discriminating me by gender and age. While I was not sure if I want to make a complaing, I am expecting an investigation into this matter, identifying the incorrectness of my colleague behaviour and making him appreciate the workplance and coworkers from any gender group or age. Looking foward to the next steps. Best regards, Gisa Klingehöfer.",Complaint,complaint,177,183,salary,Complaint_complaint
156,"Dear Sir/Madam, I am writing to you about serious matter, happened to me recently while interacting with one of my colleagues. After my work was presented on the meeting I was expecting sincere and open discussion, but my colleague used his prejudice about male workers under 25 not working properly, indicating and discriminating me by gender and age. While I was not sure if I want to make a complaing, I am expecting an investigation into this matter, identifying the incorrectness of my colleague behaviour and making him appreciate the workplance and coworkers from any gender group or age. Looking foward to the next steps. Best regards, Gisa Klingehöfer.",Complaint,complaint,187,194,salary,Complaint_complaint
157,"Dear Sir/Madam, After working in your company for a while I have got an impression of my colleagues' salaries being different from mine based on the gender gap. I would not say I have exact numbers but according to my experience most male workers have higher salary on similar positions then female. The direct example is my wife who works with me in one team and having the same level of experience as I do, while getting much less appreciation in salary for her work, in particular 13.6% less. Could you please explain how the gender equality principles are used in this matter, at least in our individual case? I would like to know more factы about the average salary differences between male and female workers in out company to be convinced me and my wife work for the company valueing these things. Hope for getting more info from you as soon as possible. Best regards, Jerzy Hentschel.",Salary,Gender pay gap,107,124,description_life_event,Salary_Gender pay gap
158,"Dear Sir/Madam, I would like to initiate discussion on my potential salary raise as I have made definitive extensive research on job salaries in my region being higher by 5% then my current salary in your company as automative service technicians and mechanic. By constanly improving my job quality and effectiveness through years I see, that my workload increased, and I was ealuated more on my recent review by my manager and committee, but no salary increase followed. I would like to ask for increase from  €48300 to €50700. I would appreciate for follow up on my request and settle this matter until the end of next month. Best regards, Ramona Wulf.",Salary,Salary raise,84,95,location,Salary_Salary raise
158,"Dear Sir/Madam, I would like to initiate discussion on my potential salary raise as I have made definitive extensive research on job salaries in my region being higher by 5% then my current salary in your company as automative service technicians and mechanic. By constanly improving my job quality and effectiveness through years I see, that my workload increased, and I was ealuated more on my recent review by my manager and committee, but no salary increase followed. I would like to ask for increase from  €48300 to €50700. I would appreciate for follow up on my request and settle this matter until the end of next month. Best regards, Ramona Wulf.",Salary,Salary raise,240,249,duration,Salary_Salary raise
158,"Dear Sir/Madam, I would like to initiate discussion on my potential salary raise as I have made definitive extensive research on job salaries in my region being higher by 5% then my current salary in your company as automative service technicians and mechanic. By constanly improving my job quality and effectiveness through years I see, that my workload increased, and I was ealuated more on my recent review by my manager and committee, but no salary increase followed. I would like to ask for increase from  €48300 to €50700. I would appreciate for follow up on my request and settle this matter until the end of next month. Best regards, Ramona Wulf.",Salary,Salary raise,125,132,location,Salary_Salary raise
159,"Dear Sir/Madam, I am expecting to come to France next month, but still did not get any details about accomadation, provided by company at Paterson. Could you send me, please, an additional information on the type of accomdation, the area, allowance of pets and any additional requests by landlord I should know about. Also I would like to make more clear how the cost for it is deducted from my salary, if part of it is subsidised by company. Lastly, after the initial 12 months of accomadation, can I change to another one and get some website from you now to  check the options in advance. Looking forward to hear form you asap. Best regards, Thomas Miranda.",Ask information,Accommodation,136,144,location,Ask information_Accommodation
159,"Dear Sir/Madam, I am expecting to come to France next month, but still did not get any details about accomadation, provided by company at Paterson. Could you send me, please, an additional information on the type of accomdation, the area, allowance of pets and any additional requests by landlord I should know about. Also I would like to make more clear how the cost for it is deducted from my salary, if part of it is subsidised by company. Lastly, after the initial 12 months of accomadation, can I change to another one and get some website from you now to  check the options in advance. Looking forward to hear form you asap. Best regards, Thomas Miranda.",Ask information,Accommodation,148,164,date_travel,Ask information_Accommodation
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,76,104,reason_of_change,Life event_Health issues
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,172,181,date,Life event_Health issues
160,"Dear HR, my illness has been diagnosed as renal failure and thus I was adviced to stay at least a day at home with the proper diet. I would like to request sick leave on 31st of May just for one day by now. I am submitting a doctor's note in this ticket. Best regards, Sole Gioberti. ",Life event,Health issues,185,194,date,Life event_Health issues
161,"Dear Sir/Madam, I wish to not have this issue at my current workplace, but I have to admit that due to ill-defined roles in my team it is highly uncertain of which part of the product I am responsible for. This will influence my reevaluation next time thus I am worried about not clear expectations from the superior. I would like to formally submit a complaint on this matter as I have tried to reach out to superior several times, but did not get enough information from him to cover this issue. Please, let me know of further acitons, which can be taken. Best regards, Jose Gaya.",Complaint,complaint,145,161,date_start_absence,Complaint_complaint
161,"Dear Sir/Madam, I wish to not have this issue at my current workplace, but I have to admit that due to ill-defined roles in my team it is highly uncertain of which part of the product I am responsible for. This will influence my reevaluation next time thus I am worried about not clear expectations from the superior. I would like to formally submit a complaint on this matter as I have tried to reach out to superior several times, but did not get enough information from him to cover this issue. Please, let me know of further acitons, which can be taken. Best regards, Jose Gaya.",Complaint,complaint,94,111,reason,Complaint_complaint
162,"Dear HR team, I am deeply concerend to know that among our female employees there is noone getting as high salary as make coworkers. This gender gap I have found is estimated as at least 40%, which does not correspond to company claims and gender equality values. Before making any actions myself i would like to get more information from you justifying such gap in salary. Looking foward for more info from you on this important matter. Best regards, Susan Watson. ",Salary,Gender pay gap,116,123,number_of_days,Salary_Gender pay gap
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,125,163,complaint,Life event_Health issues
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,65,84,to_who,Life event_Health issues
163,"Dear Sir/Madam, by reason of taking laboratory examination due to my previous health issues I am requesting to take sick leave for 1 day on 13th of February. If anything necessary from my side to justify the leave, let me know. Best regards, Samuel Querol.",Life event,Health issues,57,65,location,Life event_Health issues
164,"Dear HR team, I want to request a shift change in my schedule of internship, due to my responsibilities as student and take a university exam on the 13th of July. I will be back for work the next day, 14th july. Best regards, Mirta Jódar. ",Timetable change,Shift change,70,78,duration,Timetable change_Shift change
164,"Dear HR team, I want to request a shift change in my schedule of internship, due to my responsibilities as student and take a university exam on the 13th of July. I will be back for work the next day, 14th july. Best regards, Mirta Jódar. ",Timetable change,Shift change,69,78,location,Timetable change_Shift change
165,"Dear HR team, My previous request on the sick leave due on 19th June has not been answered, and since some time passed I would like to ask for a follow-up. Please, let me know if the request was approved as soon as possible. Best regards, Corinne Gillet.",Life event,Health issues,82,92,location,Life event_Health issues
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,53,63,date_travel,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,236,241,wage_gap,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,45,91,description_life_event,Salary_Salary raise
166,"Dear HR team, I have made several requests about follow up from my previous professional review by the school and I am convinced that I am eligible to ask for salary rause from $95700 to $100500. This 5% salary increase is minimum difference between my salary and average salary statistically aggregated based on my yeasrs of experience. Furthermore I am confident that several prizes and qualification certificates gained for past years of working as postsecondary teacher have proved my professional growth, which I believe is one more justification for salary increase. Please could you initiate discussion with the releveant departments in our school on my case. Looking forward to hear from you soon. Best regards, Joseph Perez. ",Salary,Salary raise,225,231,wage_gap,Salary_Salary raise
167,"Dear Sir/Madam, I wish this be a legitimate reason to ask for time off, so I am asking to request time off due to an assault happened this weekend. As the event outcome I was admitted into hospital to be checked thoroughly hopefully without physical injuries but with high psychological pressure from the event. I feel unable to concentrate, and concerned about my mental health I am currently enrolled in a psychotherapy sessions. My manager gave permission for me to take several days without work, thus I want to make formal request. Let me know what can be necessary from my side. Best regards, Susan Sanders.",Life event,Personal issues,79,84,location,Life event_Personal issues
168,"Dear HR team, I would be very grateful for list of all details you might find about Fuenlabrada accomadation, which is close to SAP and used by temporary employees moving to Italy. I would like to mentiont, that  taking the accomataion for 12 months is an important decision for me and from my past experience I never have another information about the place I am coming to. I wish there would be any forum of employees and available information about that place, or maybe you can share with me some of my future colleague names, who might know more about the place. Looking forward to hear from you soon. Best regards, Cosme Bauzà.",Ask information,Accommodation,88,95,location,Ask information_Accommodation
168,"Dear HR team, I would be very grateful for list of all details you might find about Fuenlabrada accomadation, which is close to SAP and used by temporary employees moving to Italy. I would like to mentiont, that  taking the accomataion for 12 months is an important decision for me and from my past experience I never have another information about the place I am coming to. I wish there would be any forum of employees and available information about that place, or maybe you can share with me some of my future colleague names, who might know more about the place. Looking forward to hear from you soon. Best regards, Cosme Bauzà.",Ask information,Accommodation,99,109,date_travel,Ask information_Accommodation
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,54,76,description_life_event,Refund_Refund travel
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,115,144,complaint,Refund_Refund travel
169,"Dear Sir/Madam, I would like to ask for reimbursement of my business trip expenses, in particular, of my flight tickets from Bologna to Instabul on 4th of June 2015. Could you initiate this request or should I do it solely myself and what documents you might need for the successful process? The business trip was organised by my manager, and I am asking on his behalf. Thank you in advance. Best regards, Antonia Beccaria.",Refund,Refund travel,99,110,to_who,Refund_Refund travel
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,123,133,date_start_absence,Timetable change_Shift change
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,67,95,reason,Timetable change_Shift change
170,"Dear HR team, due to important personal events in my family, in particular, wedding of my close relative, I would like to request the shift change im my time schedule from 17th July to 19th July. Due to absence of severe deadlines on ongoing project I woudl like to have time with my family for these 2 days until Thursday. Let me know if anything necessary from me on this matter. Thank you in advance. Best regards, Udo Tlustek.",Timetable change,Shift change,40,46,number_of_days,Timetable change_Shift change
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,79,116,reason_of_change,Life event_Health issues
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,54,64,date,Life event_Health issues
171,"Dear HR team, after a medical consultation with my terapist, I was advised to take sick leave due to my illness for 14 days starting from today, 28th of December, thus I am sending medical certificate to request the non-occupational sick leave. Please let me know if anything further necessary from me. Best regards, cody Bryant.",Life event,Health issues,79,90,location,Life event_Health issues
172,"Goodmorning, I would like to make a complaint on the behavior of one of my colleague, I don't have solid proofs, but I think he is carriying on illegal activities.",Complaint,complaint,112,120,duration,Complaint_complaint
172,"Goodmorning, I would like to make a complaint on the behavior of one of my colleague, I don't have solid proofs, but I think he is carriying on illegal activities.",Complaint,complaint,71,112,reason_of_change,Complaint_complaint
173,"Goormorning, I should make a request for accomodation in Florence for 6 months, I would like to have more information on the procedure, thank you",Ask information,Accommodation,54,64,date,Ask information_Accommodation
173,"Goormorning, I should make a request for accomodation in Florence for 6 months, I would like to have more information on the procedure, thank you",Ask information,Accommodation,187,203,date,Ask information_Accommodation
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,75,82,location,Refund_Refund travel
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,97,111,complaint,Refund_Refund travel
174,"Hi, I need to request a refund for the flight of the 30/03/2015 form Frankfurt to Westerland, can you provide me with the information about the documentation you need for the refund? Thank you, Karolina",Refund,Refund travel,115,126,to_who,Refund_Refund travel
175,"Goodmorning, I would like to have some clarification on the difference in pay salary with respect to my colleagues. It seems that this difference is due to gender diversity and affect other females colleagues for a difference of nearly 26.3% with respect to the male one. Thank you. Elizabeth",Salary,Gender pay gap,37,76,description_life_event,Salary_Gender pay gap
176,"Goodmorning I need to request some weeks off due the illness problems of one of my relative, I would need some time to assist during this period. Thank you",Life event,Personal issues,328,349,complaint,Life event_Personal issues
